run_accession	accession	sample_accession	study_accession	collection_date	collection_date_submitted	country	first_created	instrument_platform	instrument_model	tax_id	strain	fastq_bytes	fastq_ftp	fastq_md5
SRR15109082	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	37616142	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/082/SRR15109082/SRR15109082.fastq.gz	70329d1dde48a631a47e77eb747c0549
SRR15109083	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	1229925	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/083/SRR15109083/SRR15109083.fastq.gz	2196763443e9a52392bddecb401de02b
SRR15109084	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	401323	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/084/SRR15109084/SRR15109084.fastq.gz	31e9e2eab197a3951bef5b798637d172
SRR15109085	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	2529030	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/085/SRR15109085/SRR15109085.fastq.gz	eddb6d0ad349074d9f01211bba7f334f
SRR15109086	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	44190256	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/086/SRR15109086/SRR15109086.fastq.gz	87b5ab7bcc88fd5d30c4a66ec771e729
SRR15109087	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	3992532	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/087/SRR15109087/SRR15109087.fastq.gz	29bf74d1118989a7260a5a8ee8afe1ac
SRR15109088	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	87267	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/088/SRR15109088/SRR15109088.fastq.gz	6841ea79665dd1d2faf53c55ddd7141f
SRR15109089	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	80871534	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/089/SRR15109089/SRR15109089.fastq.gz	6532bd10cc5b28b6d4024e0d8a275b42
SRR15109090	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	2169476	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/090/SRR15109090/SRR15109090.fastq.gz	14599751d8e48471d29e704a1c97d1fb
SRR15109091	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	32713535	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/091/SRR15109091/SRR15109091.fastq.gz	64aff3b197ae2fdc47af0fa85113420f
SRR15109092	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	2755400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/092/SRR15109092/SRR15109092.fastq.gz	df8d40f3fdaa0fdabd5f39c316f7824f
SRR15109093	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	73742	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/093/SRR15109093/SRR15109093.fastq.gz	5b0bf7db61d9ce810a8b637f0584090d
SRR15109094	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	2700791	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/094/SRR15109094/SRR15109094.fastq.gz	a0e911f0114ebc7b9b92f568509cb869
SRR15109095	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	27153582	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/095/SRR15109095/SRR15109095.fastq.gz	6e763a985de145dbe5e5b155d898ea41
SRR15109096	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	3309147	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/096/SRR15109096/SRR15109096.fastq.gz	80ae355d2229826bb837cf3d98623f15
SRR15109097	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	883943	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/097/SRR15109097/SRR15109097.fastq.gz	91a4eab4b779a54e591695db9650ef0b
SRR15109098	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	5986462	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/098/SRR15109098/SRR15109098.fastq.gz	7b28ad5116a69d1a851546db0280ccf3
SRR15109099	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	27913440	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/099/SRR15109099/SRR15109099.fastq.gz	f607a0af1b81ba350f2e4bc706e8d8ea
SRR15109100	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	200402193	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR15109100/SRR15109100.fastq.gz	d7b0524ccee464b3f1430bf40106af9b
SRR15109101	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	36870	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR15109101/SRR15109101.fastq.gz	290b6bfea542de9d82aa3d8541b3efb9
SRR15109102	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	825615	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR15109102/SRR15109102.fastq.gz	8a7a4bd4853c9b97c10ec36a56fcd89c
SRR15109103	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	960969	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR15109103/SRR15109103.fastq.gz	951973a458bf1dc9fe02fa8d21c3e414
SRR15109104	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	38887855	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR15109104/SRR15109104.fastq.gz	59be4732a2c3941ff49e8e6f92f8c37b
SRR15109105	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	133622	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR15109105/SRR15109105.fastq.gz	19e6510e0d9b9778cca0b9ff75eaeb1e
SRR15109106	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	64681	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR15109106/SRR15109106.fastq.gz	169cfe2df0cc0612067e4edcd423a45d
SRR15109107	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	242623	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR15109107/SRR15109107.fastq.gz	839c2c9da1214e6e98fdcb5a76e6933b
SRR15109108	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	38127228	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR15109108/SRR15109108.fastq.gz	09ec97bb1251156e629ac28a538002db
SRR15109109	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	314490	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR15109109/SRR15109109.fastq.gz	cc92c4d230e12775b9d824a5f551a7cf
SRR15109110	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	56695	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/010/SRR15109110/SRR15109110.fastq.gz	71c68ec405010fc51f06f04be2856ace
SRR15109111	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	34129708	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/011/SRR15109111/SRR15109111.fastq.gz	9e4d0e8570476c584c6ecc5ce359114f
SRR15109112	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	184440	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/012/SRR15109112/SRR15109112.fastq.gz	2504cfefe189fd79716b2afe8ffdc202
SRR15109113	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	32964402	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/013/SRR15109113/SRR15109113.fastq.gz	d2428dc4e2b763ab530e843e0fa41450
SRR15109114	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	44435	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/014/SRR15109114/SRR15109114.fastq.gz	f9b90feea53b6712937368ff445aa606
SRR15109115	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	91773	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/015/SRR15109115/SRR15109115.fastq.gz	04ae53933db77687062961982b83ceeb
SRR15109116	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	386052	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/016/SRR15109116/SRR15109116.fastq.gz	a70379a42854ab9f458a9bc128ce8bf4
SRR15109117	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	21674228	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/017/SRR15109117/SRR15109117.fastq.gz	5bbb909bade63d524f9cd7ebf4b736ae
SRR15109118	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	156273	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/018/SRR15109118/SRR15109118.fastq.gz	50ad85ec57b2f4fa1d19eee5717c7618
SRR15109119	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	8418772	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/019/SRR15109119/SRR15109119.fastq.gz	c617cbc54d89a49e19d70b9509da131f
SRR15109120	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	2557284	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/020/SRR15109120/SRR15109120.fastq.gz	216e1001d26f6f596bb421d1a59bd443
SRR15109121	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	26941284	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/021/SRR15109121/SRR15109121.fastq.gz	bcccd1067d31cea9ed5a8af41d98bd7b
SRR15109122	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	81667176	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/022/SRR15109122/SRR15109122.fastq.gz	b7f82ae78ccab5a3edba5203d5d61fca
SRR15109123	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	80562	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/023/SRR15109123/SRR15109123.fastq.gz	bae39fd0736bf5847f92e5819e1cdc91
SRR15109124	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	977182	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/024/SRR15109124/SRR15109124.fastq.gz	e36d1f49e7012b3c356a3aaf78af6c76
SRR15109125	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	5929391	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/025/SRR15109125/SRR15109125.fastq.gz	55bc539727cf87c2f9c573100fade06c
SRR15109126	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	27848302	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/026/SRR15109126/SRR15109126.fastq.gz	c576c2b49b1e045f44316a07948457bd
SRR15109127	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	311182	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/027/SRR15109127/SRR15109127.fastq.gz	d1ebd8509e70443cd4a9c13254d8cc3a
SRR15109128	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	1880597	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/028/SRR15109128/SRR15109128.fastq.gz	2558266775d0cb1e3b535e97df91e667
SRR15109129	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	5805682	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/029/SRR15109129/SRR15109129.fastq.gz	a25506c6968ce995026124ff4b131d75
SRR15109130	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	23113067	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/030/SRR15109130/SRR15109130.fastq.gz	0e625f959ca848733108cc36b7c1a95a
SRR15109131	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	557272	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/031/SRR15109131/SRR15109131.fastq.gz	0fa9fa75db23e24b9243144430f99d92
SRR15109132	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	4034027	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/032/SRR15109132/SRR15109132.fastq.gz	78fc5494b23a5ee532f4c85b67712ad9
SRR15109133	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	39104368	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/033/SRR15109133/SRR15109133.fastq.gz	3b2851d0b4be732b52f4f429d966977c
SRR15109134	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	7161195	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/034/SRR15109134/SRR15109134.fastq.gz	981ccfe4fa489ca5d37eb167db7ec90e
SRR15109135	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	18875128	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/035/SRR15109135/SRR15109135.fastq.gz	46bee3dc3a8ec74795063aa81832fa11
SRR15109136	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	2141706	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/036/SRR15109136/SRR15109136.fastq.gz	ad33fbb0e875a41489ffd624edb57e69
SRR15109137	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	6549350	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/037/SRR15109137/SRR15109137.fastq.gz	b1f762e11a2fdb03eb68aee084f4a903
SRR15109138	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	12431883	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/038/SRR15109138/SRR15109138.fastq.gz	324b0ce19dd092e0fbdf4c7efb0e75bd
SRR15109139	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	18493975	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/039/SRR15109139/SRR15109139.fastq.gz	01e25d23239a5038481ee6658661475f
SRR15109140	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	147354	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/040/SRR15109140/SRR15109140.fastq.gz	05136d399959fa9126b4e7a5e5067758
SRR15109141	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	1843463	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/041/SRR15109141/SRR15109141.fastq.gz	a832cd83a15528c29b19bbc003e0d012
SRR15109142	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	8541143	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/042/SRR15109142/SRR15109142.fastq.gz	c8b220909eb245a9f2bc2fcbe1f5b64b
SRR15109143	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	155562380	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/043/SRR15109143/SRR15109143.fastq.gz	6a2bce685a188b508ba04c186ea3c5e3
SRR15109144	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	188507987	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/044/SRR15109144/SRR15109144.fastq.gz	3abf74dfe209136c8ec7b00032fe1638
SRR15109145	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	2597573	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/045/SRR15109145/SRR15109145.fastq.gz	48bfea8dd217fe603bde14d586cc9bb5
SRR15109146	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	20153256	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/046/SRR15109146/SRR15109146.fastq.gz	2ec3643a000d5e1737f4c66ae56e8f70
SRR15109147	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	5177604	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/047/SRR15109147/SRR15109147.fastq.gz	88fa470177a6adfd8ff7604e9b44845c
SRR15109148	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	129986678	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/048/SRR15109148/SRR15109148.fastq.gz	5a72f6f74e5ebe70beb7e3bb393b0cfa
SRR15109149	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	3101803	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/049/SRR15109149/SRR15109149.fastq.gz	9f2b17ac7e3b0e935ea934dbc30ca942
SRR15109150	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	22094016	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/050/SRR15109150/SRR15109150.fastq.gz	e36b27a75007c2ab92f3816aa8d17ecf
SRR15109151	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	7124071	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/051/SRR15109151/SRR15109151.fastq.gz	e32baed893d62b16cd7c2186eeef9847
SRR15109152	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	169469382	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/052/SRR15109152/SRR15109152.fastq.gz	a4f471d2a5f97e54f6e5b5c4b0ae09f4
SRR15109153	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	147872	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/053/SRR15109153/SRR15109153.fastq.gz	a76d62993874a256e7baf918419fd7c7
SRR15109154	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	531639	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/054/SRR15109154/SRR15109154.fastq.gz	0e467274e232ad4885c7e563257be8fd
SRR15109155	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	106709226	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/055/SRR15109155/SRR15109155.fastq.gz	3e2de3bb876957a395bac8176325efb1
SRR15109156	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	13908008	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/056/SRR15109156/SRR15109156.fastq.gz	6b1aac2cdf55d2d3564e7ca665184831
SRR15109157	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	141067559	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/057/SRR15109157/SRR15109157.fastq.gz	c6d61a92c5f2598dd757b4e7ac4e2f6d
SRR15109158	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	249693	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/058/SRR15109158/SRR15109158.fastq.gz	12c18a5395101e4275515aa66153da74
SRR15109159	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	7660984	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/059/SRR15109159/SRR15109159.fastq.gz	bce85c901d2d2b3960f47059aca0c5a4
SRR15109160	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	4791953	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/060/SRR15109160/SRR15109160.fastq.gz	ba4d437d327993b9b048c0fb4155031e
SRR15109161	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	179811461	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/061/SRR15109161/SRR15109161.fastq.gz	5f7f835b697268434c2e6b1ea582a7ec
SRR15109162	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	2910646	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/062/SRR15109162/SRR15109162.fastq.gz	5bb0ca53a75a4b3e7f15f3ae6ca41653
SRR15109163	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	7164367	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/063/SRR15109163/SRR15109163.fastq.gz	2562e986341bb9564bce251798860aaa
SRR15109164	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	18790240	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/064/SRR15109164/SRR15109164.fastq.gz	1faedc534ea3ccd8e77e9555b64c7c9d
SRR15109165	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	138982104	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/065/SRR15109165/SRR15109165.fastq.gz	098945dfd81dfc4f22dea46cf04b04c1
SRR15109166	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	51849222	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/066/SRR15109166/SRR15109166.fastq.gz	3600a6eeb9aecddad0b7fec7481a39f2
SRR15109167	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	7022165	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/067/SRR15109167/SRR15109167.fastq.gz	947639bb4c0a83ce97acda0cb29dd0fc
SRR15109168	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	8731325	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/068/SRR15109168/SRR15109168.fastq.gz	5ec98569d2dd9a0cd3f95b05fd2f2ffd
SRR15109169	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	9943285	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/069/SRR15109169/SRR15109169.fastq.gz	ebd1e9a6f965bdf6ff327bdbe5e1c640
SRR15109170	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	133010435	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/070/SRR15109170/SRR15109170.fastq.gz	6b897c70e863ce874affc97483e46fc8
